# NEP of RID at inverse temperature 1.05xbeta_c = 4.510578977575599 with the edge RID-->URXL added; the p-values were calculated over 5000 randomly generated graphs with same degree sequence. 
source,target,kms_weight,p-value
RID,AS09,0.005712765456054181,0.086
RID,DVB,0.0035510449373099976,0.1594
RID,AS10,0.0023905549610629324,0.0516
RID,PDB,0.021563611453225905,0.0
RID,AS11,0.024268908700668425,0.0
RID,PDA,0.002218289722974741,0.0556
RID,VA12,0.007081061378215757,0.1786
RID,CEPVR,0.0002942292461069726,1.0
RID,URXL,0.0101922854018484,0.0082
RID,RIFR,0.0007595125517889896,0.9808
RID,ASJR,0.00012967625698861253,0.9956
RID,ASJL,0.00016408189901920365,1.0
RID,AVFR,0.0010383786892800852,1.0
RID,URXR,0.00028051880244210685,1.0
RID,AVJL,0.004187332192088601,0.8034
RID,DA01,0.007401786309055059,0.1474
RID,DA04,0.007125128132361107,0.113
RID,DA06,0.039270625940465015,0.0
RID,DA07,0.00326665015216111,0.0468
RID,DB06,0.004023727196843135,0.0546
RID,LUAL,0.0018309034372002385,0.149
RID,SABD,0.003146392794233404,0.1408
RID,SABVR,0.002674731727940644,0.0754
RID,URYDL,0.0004778540363827957,0.9588
RID,URYVR,0.00037617782762412256,0.942
RID,VA01,0.002662711654837866,0.0806
RID,VA02,0.0039285155590588865,0.1106
RID,VA06,0.005112996738817477,0.0918
RID,VA09,0.005787161335386036,0.1152
RID,VA10,0.0038584834360327344,0.0562
RID,VA11,0.007760103977610253,0.113
RID,VB09,0.005996024753622596,0.108
RID,AVJR,0.00317262285207772,0.9746
RID,LUAR,0.003469359351930265,0.0792
RID,PHBL,0.0008388202224021573,0.9618
RID,PHBR,0.00031779538625992596,1.0
RID,PHCL,0.0006275740875664571,0.5482
RID,PQR,0.0014434496071635248,0.666
RID,PVDL,0.000554351149110031,0.1874
RID,PVDR,2.949051433666528e-05,0.506
RID,PVNL,0.002294633642013439,0.7168
RID,PVNR,0.002764516098761216,0.7268
RID,VD06,0.005174949904686895,0.4146
RID,DA08,0.008917596256713836,0.1808
RID,DB05,0.0024791195898238015,0.0394
RID,SABVL,0.0036357447683186576,0.099
RID,URYDR,0.00031754697935373297,0.7664
RID,URYVL,0.00031649341516920456,0.6622
RID,AVG,0.0018199419076364918,0.9774
RID,PVWR,0.0019018070518624407,0.3558
RID,SAAVR,0.0010782611694594303,0.9918
RID,SMBDL,0.0005155995329797062,1.0
RID,VD05,0.02680574918000384,0.0004
RID,VD11,0.0017492511704907787,0.1288
RID,VD13,0.016880161475363573,0.018
RID,DB04,0.002787352261176728,0.0758
RID,DB07,0.003998189595966869,0.1074
RID,SIBVL,0.001078824313845202,0.8312
RID,VB02,0.0020101849367190052,0.3234
RID,VB04,0.002185500452737614,0.0692
RID,VB05,0.0010118850413822166,0.201
RID,VB06,0.0018110904141231624,0.0472
RID,VB07,0.0018555632866978046,0.05
RID,VB08,0.0038682197073503038,0.0906
RID,VB10,0.0020230895690816954,0.075
RID,VB11,0.003323430972160682,0.0736
RID,AVFL,0.0015554906212978193,1.0
RID,URBL,7.336435123729639e-05,1.0
RID,VC04,2.917881753988819e-05,1.0
RID,DB02,0.0028448563071257443,0.068
RID,DD01,0.04698501121908598,0.0
RID,VB03,0.0015191651545167627,0.1906
RID,VD10,0.0010067714665571445,0.6142
RID,PHAL,0.00040964972936290015,0.999
RID,RMDVR,0.0011128286248795324,1.0
RID,RMEV,0.0013054228694511973,0.9996
RID,AVL,0.007759625711691436,0.2432
RID,CEPDR,7.896891358771338e-05,1.0
RID,IL1R,6.33708210017712e-05,1.0
RID,OLLR,0.00016125423868622053,1.0
RID,RMDVL,0.0008006775578226321,1.0
RID,CEPDL,0.000318606372618012,1.0
RID,IL1L,7.614001130859572e-05,1.0
RID,OLLL,0.00014008683294547284,1.0
RID,VC05,7.530456514829395e-05,1.0
RID,PHAR,0.0004360757435479594,0.9998
RID,PHCR,0.0018795823949030956,0.082
RID,PVWL,0.0013524719225624234,0.3432
RID,SMBVR,0.0006837925537105655,1.0
RID,PDEL,0.0018323369981338596,0.5928
RID,PDER,0.0013283164453394398,0.8752
RID,PVM,0.00027917343680492905,0.8428
RID,RMDR,0.0013797770855267669,1.0
RID,RMFL,0.0005212693363206543,1.0
RID,RMFR,0.0005770861417467685,0.993
RID,VC01,0.0008985387443978653,0.8896
RID,VC03,0.0004158037203381783,1.0
RID,IL2VL,1.9750161505927246e-05,1.0
RID,OLQDL,0.0001535370140602269,1.0
RID,OLQDR,0.00010781979587056012,1.0
RID,IL2DR,0.0004377772320396345,0.232
RID,RIAL,0.0023968475861018868,1.0
RID,OLQVR,0.00014696485761612538,1.0
RID,RIAR,0.0011507917251122276,1.0
RID,DD02,0.04375670078258834,0.0
RID,DA09,0.0147670872219854,0.0096
RID,VC02,0.000524216725840039,0.9998
RID,VD01,0.010386031303856891,0.2212
RID,DD03,0.03524990264652388,0.0008
RID,VD04,0.007281173975021561,0.2632
RID,DD04,0.00430801792536833,0.957
RID,VD08,0.0008436113926512412,0.2078
RID,DD05,0.0027852878746298083,0.8998
RID,DD06,0.025992896242722115,0.0018
RID,PLML,0.00018020808654794156,0.3952
RID,IL1DL,0.00038894770812870026,1.0
RID,IL1DR,0.00020302968266867216,1.0
RID,URADL,9.979468935971861e-05,1.0
RID,URADR,3.223312860789031e-05,1.0
RID,IL1VL,0.0005537723017879206,0.998
RID,IL1VR,0.0001124561217298275,1.0
RID,URAVR,2.8851559726446218e-05,1.0
RID,RMED,0.039185231870700755,0.0
RID,IL2VR,3.7877306317039134e-05,1.0
RID,RMDL,0.0006195118087878741,1.0
RID,RIPL,0.0008658567294160104,1.0
RID,RIPR,0.0008352849378314754,1.0
RID,RMDDL,0.0008166947779139155,1.0
RID,RMDDR,0.0006099767120354238,1.0
RID,VD09,0.0011618783352265079,0.9172
RID,SMBVL,0.0004905557907925413,1.0
RID,PLNL,3.291224162589085e-05,1.0
RID,VD03,0.008630570839205823,0.2896
RID,SMDVL,0.00090813631995414,1.0
RID,SMDDL,0.0014677090700805347,1.0
RID,SMDDR,0.0015985016568690932,1.0
RID,SMDVR,0.0011117869273765415,1.0
RID,SIADL,0.0002952336468229172,1.0
RID,SIAVL,0.00021823555998697392,1.0
RID,SIBDL,0.000850126343980544,0.8798
RID,SIBVR,0.0009224324961890513,0.9786
RID,SIADR,0.0003651646054930791,1.0
RID,SIAVR,0.00023876120882463834,1.0
RID,RMEL,6.310902692655371e-05,1.0
RID,URAVL,0.0002036179819963163,1.0
RID,RMHL,0.00018465631985485403,1.0
RID,RMER,9.065059661869544e-05,1.0
RID,RMHR,0.00017747319385681118,1.0
RID,PLNR,0.0001347938955752848,1.0
RID,VD07,0.0012131183359256313,0.9762
RID,VD12,0.004820099825224153,0.312
RID,VC06,0.000317782586073781,0.405
